"Date","MonthYear","Year","Easting","Northing","Depth","V1","ICS","dsdt","ICS_max","dsmaxdt","intensity_above_0","normalised_intensity","endpoint"
"2032-01-01","2032-01",2032,228000,574500,3,4.69649474577871,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,575000,3,5.10554118552842,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,575500,3,5.52956044339213,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,576000,3,5.96536055885366,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,576500,3,6.3478216259317,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,577000,3,6.09112575757931,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,577500,3,5.86590032259722,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,578000,3,5.67589289844745,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,578500,3,5.52473834626096,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,579000,3,5.41569085109612,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,579500,3,5.35132516248511,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,580000,3,5.3332592844007,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,580500,3,5.36196122651464,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,581000,3,4.970124498736,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,581500,3,4.58159290344917,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,582000,3,4.21661588634012,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,582500,3,3.88184305877194,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,583000,3,3.58574420907793,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,583500,3,3.33862509619393,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,584000,3,3.15202689280024,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,584500,3,3.03712520863661,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,585000,3,3.00216347538504,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,585500,3,3.04989205266941,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,586000,3,3.17658582961897,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,586500,3,3.3733593838985,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,587000,3,3.62883032572978,0,0,0,0,0,0,3.1953109162348
"2032-01-01","2032-01",2032,228000,599000,3,3.13569146198147,0,0,0,0,0,0,3.1953109162348
